district_id,kecamatan_name,kabupaten_name,provinsi_name,numVisit
7203009,Labuan,Donggala,Sulawesi Tengah,6
1208015,Haranggaol Horison,Simalungun,Sumatera Utara,6
3203004,Cilaku,Cianjur,Jawa Barat,6
7313002,Pammana,Wajo,Sulawesi Selatan,6
3325012,Warungasem,Batang,Jawa Tengah,6
1221010,Barumun Selatan,Padang Lawas,Sumatera Utara,6
3511005,Pujer,Bondowoso,Jawa Timur,6
3304005,Bawang,Banjarnegara,Jawa Tengah,6
1212009,Lumban Julu,Toba,Sumatera Utara,6
2171003,Sekupang,Kota Batam,Kepulauan Riau,6
3513009,Gading,Probolinggo,Jawa Timur,6
7401018,Tanggetada,Kolaka,Sulawesi Tenggara,6
1211009,Pegagan Hilir,Dairi,Sumatera Utara,6
1808001,Blambangan Umpu,Way Kanan,Lampung,6
9671002,Sorong Timur,Kota Sorong,Papua Barat Daya,6
1203021,Sayur Matinggi,Tapanuli Selatan,Sumatera Utara,6
1802009,Rumbia,Lampung Tengah,Lampung,6
3215023,Cilamaya Kulon,Karawang,Jawa Barat,6
1604010,Lahat,Lahat,Sumatera Selatan,6
1223002,Kualuh Leidong,Labuhanbatu Utara,Sumatera Utara,5
3211023,Cisarua,Sumedang,Jawa Barat,5
1206006,Munte,Karo,Sumatera Utara,5
1209032,Aek Ledong,Asahan,Sumatera Utara,5
1203002,Batang Toru,Tapanuli Selatan,Sumatera Utara,5
1205009,Secanggang,Langkat,Sumatera Utara,5
5108006,Buleleng,Buleleng,Bali,5
1223008,Kualuh Selatan,Labuhanbatu Utara,Sumatera Utara,5
7305002,Mangarabombang,Takalar,Sulawesi Selatan,5
1208018,Huta Bayu Raja,Simalungun,Sumatera Utara,5
7305008,Sanrobone,Takalar,Sulawesi Selatan,5
3471010,Gondomanan,Kota Yogyakarta,DI Yogyakarta,5
5104001,Sukawati,Gianyar,Bali,5
7208001,Parigi,Parigi Moutong,Sulawesi Tengah,5
1805020,Banjar Margo,Tulang Bawang,Lampung,4
7209010,Ratolindo,Tojo Una Una,Sulawesi Tengah,4
3304012,Punggelan,Banjarnegara,Jawa Tengah,4
1206003,Barusjahe,Karo,Sumatera Utara,4
3471006,Ngampilan,Kota Yogyakarta,DI Yogyakarta,4
3301003,Adipala,Cilacap,Jawa Tengah,4
1202006,Pahae Jae,Tapanuli Utara,Sumatera Utara,4
3205015,Sukawening,Garut,Jawa Barat,4
1806020,Gisting,Tanggamus,Lampung,4
1813011,Bangkunat,Pesisir Barat,Lampung,4
3323011,Tretep,Temanggung,Jawa Tengah,4
3513008,Krucil,Probolinggo,Jawa Timur,4
1102004,Babussalam,Aceh Tenggara,Aceh,4
1604008,Pulaupinang,Lahat,Sumatera Selatan,4
3602015,Warunggunung,Lebak,Banten,4
1102012,Ketambe,Aceh Tenggara,Aceh,4
3326008,Kajen,Pekalongan,Jawa Tengah,4
3601018,Cimanuk,Pandeglang,Banten,4
1609006,Buay Sandang Aji,Ogan Komering Ulu Selatan,Sumatera Selatan,4
3324012,Weleri,Kendal,Jawa Tengah,4
1806001,Kota Agung,Tanggamus,Lampung,4
3404010,Kalasan,Sleman,DI Yogyakarta,4
3203006,Bojongpicung,Cianjur,Jawa Barat,4
3216021,Serang Baru,Bekasi,Jawa Barat,4
1174002,Langsa Barat,Kota Langsa,Aceh,4
1211004,Siempat Nempu,Dairi,Sumatera Utara,4
1371009,Kuranji,Kota Padang,Sumatera Barat,4
1208007,Raya Kahean,Simalungun,Sumatera Utara,4
1211010,Parbuluan,Dairi,Sumatera Utara,4
3303010,Karangreja,Purbalingga,Jawa Tengah,4
3215012,Pakisjaya,Karawang,Jawa Barat,4
1221011,Aek Nabara Barumun,Padang Lawas,Sumatera Utara,4
3304003,Mandiraja,Banjarnegara,Jawa Tengah,4
7302004,Bonto Tiro,Bulukumba,Sulawesi Selatan,4
3202016,Cicurug,Sukabumi,Jawa Barat,4
3603007,Kronjo,Tangerang,Banten,4
1212002,Laguboti,Toba,Sumatera Utara,4
3203009,Sukaluyu,Cianjur,Jawa Barat,4
1809004,Way Lima,Pesawaran,Lampung,4
3673003,Walantaka,Kota Serang,Banten,4
5108002,Seririt,Buleleng,Bali,4
7313014,Keera,Wajo,Sulawesi Selatan,4
3513007,Tiris,Probolinggo,Jawa Timur,4
3310020,Jatinom,Klaten,Jawa Tengah,4
3601013,Menes,Pandeglang,Banten,4
1273003,Sibolga Selatan,Kota Sibolga,Sumatera Utara,4
7201009,Toili,Banggai,Sulawesi Tengah,4
3601028,Carita,Pandeglang,Banten,4
3324018,Ringinarum,Kendal,Jawa Tengah,4
7208013,Toribulu,Parigi Moutong,Sulawesi Tengah,4
1212022,Tampahan,Toba,Sumatera Utara,4
1205001,Bahorok,Langkat,Sumatera Utara,4
6501005,Tanjung Selor,Bulungan,Kalimantan Utara,4
3602012,Sajira,Lebak,Banten,4
7307005,Sinjai Utara,Sinjai,Sulawesi Selatan,4
3211010,Buahdua,Sumedang,Jawa Barat,4
7324001,Mangkutana,Luwu Timur,Sulawesi Selatan,4
6409001,Penajam,Penajam Paser Utara,Kalimantan Timur,4
3324004,Patean,Kendal,Jawa Tengah,4
1222004,Sungai Kanan,Labuhanbatu Selatan,Sumatera Utara,4
1804008,Sekincau,Lampung Barat,Lampung,4
7602012,Simboro dan Kepulauan,Mamuju,Sulawesi Barat,4
3511006,Grujugan,Bondowoso,Jawa Timur,4
1801013,Jati Agung,Lampung Selatan,Lampung,4
3509006,Tanggul,Jember,Jawa Timur,4
7315006,Duampanua,Pinrang,Sulawesi Selatan,4
7601004,Sarudu,Pasangkayu,Sulawesi Barat,4
3603015,Pakuhaji,Tangerang,Banten,4
7317014,Belopa Utara,Luwu,Sulawesi Selatan,4
1212007,Porsea,Toba,Sumatera Utara,4
3201023,Tenjo,Bogor,Jawa Barat,4
3307009,Wonosobo,Wonosobo,Jawa Tengah,4
3509021,Sumbersari,Jember,Jawa Timur,4
7308005,Tonra,Bone,Sulawesi Selatan,3
3603031,Solear,Tangerang,Banten,3
7305005,Galesong Selatan,Takalar,Sulawesi Selatan,3
1103023,Idi Timur,Aceh Timur,Aceh,3
7309002,Camba,Maros,Sulawesi Selatan,3
3303007,Kutasari,Purbalingga,Jawa Tengah,3
3374006,Pedurungan,Kota Semarang,Jawa Tengah,3
3202031,Caringin,Sukabumi,Jawa Barat,3
3603011,Rajeg,Tangerang,Banten,3
3215013,Cikampek,Karawang,Jawa Barat,3
5204008,Sumbawa,Sumbawa,Nusa Tenggara Barat,3
5102009,Baturiti,Tabanan,Bali,3
3205022,Cikajang,Garut,Jawa Barat,3
3214005,Sukatani,Purwakarta,Jawa Barat,3
1210018,Panai Tengah,Labuhanbatu,Sumatera Utara,3
1220004,Padang Bolak,Padang Lawas Utara,Sumatera Utara,3
1206005,Merek,Karo,Sumatera Utara,3
1871002,Sukarame,Kota Bandar Lampung,Lampung,3
3205014,Malangbong,Garut,Jawa Barat,3
1223007,Aek Natas,Labuhanbatu Utara,Sumatera Utara,3
3203031,Haurwangi,Cianjur,Jawa Barat,3
7306016,Bontonompo Selatan,Gowa,Sulawesi Selatan,3
3573002,Klojen,Kota Malang,Jawa Timur,3
3471005,Gedongtengen,Kota Yogyakarta,DI Yogyakarta,3
1205015,Pangkalan Susu,Langkat,Sumatera Utara,2
3213029,Ciater,Subang,Jawa Barat,2
7326016,Tondon,Toraja Utara,Sulawesi Selatan,2
7302007,Bulukumpa,Bulukumba,Sulawesi Selatan,2
7316007,Cendana,Enrekang,Sulawesi Selatan,2
1607002,Banyuasin II,Banyuasin,Sumatera Selatan,2
3323009,Ngadirejo,Temanggung,Jawa Tengah,2
7501010,Telaga Biru,Gorontalo,Gorontalo,2
3325001,Wonotunggal,Batang,Jawa Tengah,2
3504002,Boyolangu,Tulungagung,Jawa Timur,2
1806011,Pugung,Tanggamus,Lampung,2
3574001,Kademangan,Kota Probolinggo,Jawa Timur,2
1609003,Banding Agung,Ogan Komering Ulu Selatan,Sumatera Selatan,2
1803002,Kotabumi,Lampung Utara,Lampung,2
7504004,Marisa,Pohuwato,Gorontalo,2
3216022,Cibarusah,Bekasi,Jawa Barat,2
3404008,Berbah,Sleman,DI Yogyakarta,2
3603006,Kresek,Tangerang,Banten,2
1174004,Langsa Lama,Kota Langsa,Aceh,2
1222005,Silangkitang,Labuhanbatu Selatan,Sumatera Utara,2
7402039,Morosi,Konawe,Sulawesi Tenggara,2
7307002,Sinjai Selatan,Sinjai,Sulawesi Selatan,2
1806019,Kota Agung Timur,Tanggamus,Lampung,2
1103003,Idi Rayeuk,Aceh Timur,Aceh,2
1220011,Halongonan Timur,Padang Lawas Utara,Sumatera Utara,2
1801009,Penengahan,Lampung Selatan,Lampung,2
3513016,Pejarakan,Probolinggo,Jawa Timur,2
7303002,Bantaeng,Bantaeng,Sulawesi Selatan,2
7303005,Pajukukang,Bantaeng,Sulawesi Selatan,2
3325002,Bandar,Batang,Jawa Tengah,2
1808014,Bumi Agung,Way Kanan,Lampung,2
3604016,Kibin,Serang,Banten,2
7302001,Gantorang,Bulukumba,Sulawesi Selatan,2
5272003,Asakota,Kota Bima,Nusa Tenggara Barat,2
3301006,Kroya,Cilacap,Jawa Tengah,2
3511007,Curahdami,Bondowoso,Jawa Timur,2
3323020,Gemawang,Temanggung,Jawa Tengah,2
3511011,Bondowoso,Bondowoso,Jawa Timur,2
1206008,Tigabinanga,Karo,Sumatera Utara,2
3215025,Kota Baru,Karawang,Jawa Barat,2
3215008,Batujaya,Karawang,Jawa Barat,2
3304004,Purwanegara,Banjarnegara,Jawa Tengah,2
1113001,Blangkejeren,Gayo Lues,Aceh,2
7207004,Tinangkung,Banggai Kepulauan,Sulawesi Tengah,2
3214008,Tegalwaru,Purwakarta,Jawa Barat,2
1174003,Langsa Kota,Kota Langsa,Aceh,2
1801008,Katibung,Lampung Selatan,Lampung,2
6107002,Samalantan,Bengkayang,Kalimantan Barat,2
7326019,Sesean Suloara,Toraja Utara,Sulawesi Selatan,2
3673005,Cipocok Jaya,Kota Serang,Banten,2
3601005,Cigeulis,Pandeglang,Banten,2
1813009,Ngambur,Pesisir Barat,Lampung,2
1213017,Muara Batang Gadis,Mandailing Natal,Sumatera Utara,2
3519001,Kebon Sari,Madiun,Jawa Timur,2
7106002,Kauditan,Minahasa Utara,Sulawesi Utara,2
3601025,Karang Tanjung,Pandeglang,Banten,2
1504003,Muara Bulian,Batanghari,Jambi,2
1610016,Payaraman,Ogan Ilir,Sumatera Selatan,2
3504009,Gondang,Tulungagung,Jawa Timur,2
1804006,Belalau,Lampung Barat,Lampung,2
7322011,Baebunta,Luwu Utara,Sulawesi Selatan,2
3313001,Jatipuro,Karanganyar,Jawa Tengah,2
7208002,Ampibabo,Parigi Moutong,Sulawesi Tengah,2
3305016,Kuwarasan,Kebumen,Jawa Tengah,2
3311011,Gatak,Sukoharjo,Jawa Tengah,2
3513018,Gending,Probolinggo,Jawa Timur,2
1471013,Tuahmadani,Kota Pekanbaru,Riau,2
3513012,Paiton,Probolinggo,Jawa Timur,2
1471008,Binawidya,Kota Pekanbaru,Riau,2
1213019,Huta Bargot,Mandailing Natal,Sumatera Utara,2
3401002,Wates,Kulon Progo,DI Yogyakarta,2
3513015,Krejengan,Probolinggo,Jawa Timur,2
3324020,Kaliwungu Selatan,Kendal,Jawa Tengah,2
3326016,Wiradesa,Pekalongan,Jawa Tengah,2
1206004,Tigapanah,Karo,Sumatera Utara,2
3603010,Sukadiri,Tangerang,Banten,2
3327009,Taman,Pemalang,Jawa Tengah,2
7308018,Ajangale,Bone,Sulawesi Selatan,2
3512016,Banyuglugur,Situbondo,Jawa Timur,2
1812003,Tulang Bawang Udik,Tulang Bawang Barat,Lampung,2
1401003,Tambang,Kampar,Riau,2
7308003,Kajuara,Bone,Sulawesi Selatan,2
7308007,Mare,Bone,Sulawesi Selatan,2
3304011,Rakit,Banjarnegara,Jawa Tengah,2
3508021,Sumbersuko,Lumajang,Jawa Timur,2
3325005,Bawang,Batang,Jawa Tengah,2
9171003,Abepura,Kota Jayapura,Papua,2
3304016,Batur,Banjarnegara,Jawa Tengah,2
3601010,Bojong,Pandeglang,Banten,2
7310011,Mandalle,Pangkajene Kepulauan,Sulawesi Selatan,2
1905006,Parittiga,Bangka Barat,Kepulauan Bangka Belitung,2
7201011,Luwuk Timur,Banggai,Sulawesi Tengah,2
3601035,Sobang,Pandeglang,Banten,2
7314005,Panca Rijang,Sidenreng Rappang,Sulawesi Selatan,2
1871014,Labuhan Ratu,Kota Bandar Lampung,Lampung,2
3601026,Cikedal,Pandeglang,Banten,2
1201007,Tapian Nauli,Tapanuli Tengah,Sumatera Utara,2
5301024,Taebenu,Kupang,Nusa Tenggara Timur,2
7313011,Bola,Wajo,Sulawesi Selatan,2
3401006,Sentolo,Kulon Progo,DI Yogyakarta,2
3304008,Madukara,Banjarnegara,Jawa Tengah,2
3579003,Junrejo,Kota Batu,Jawa Timur,2
3313013,Gondangrejo,Karanganyar,Jawa Tengah,2
7601002,Pasangkayu,Pasangkayu,Sulawesi Barat,2
1771001,Selebar,Kota Bengkulu,Bengkulu,2
1609017,Buana Pemaca,Ogan Komering Ulu Selatan,Sumatera Selatan,2
1807019,Pasir Sakti,Lampung Timur,Lampung,2
3329010,Songgom,Brebes,Jawa Tengah,2
7201003,Kintom,Banggai,Sulawesi Tengah,2
9202012,Manokwari Barat,Manokwari,Papua Barat,2
7208007,Bolano Lambunu,Parigi Moutong,Sulawesi Tengah,2
3601009,Pagelaran,Pandeglang,Banten,2
3402012,Banguntapan,Bantul,DI Yogyakarta,2
7201019,Balantak Utara,Banggai,Sulawesi Tengah,2
7309004,Maros Baru,Maros,Sulawesi Selatan,2
9202015,Manokwari Selatan,Manokwari,Papua Barat,2
7208021,Bolano,Parigi Moutong,Sulawesi Tengah,2
7311005,Mallusetasi,Barru,Sulawesi Selatan,2
7208005,Tomini,Parigi Moutong,Sulawesi Tengah,2
1871003,Tanjungkarang Barat,Kota Bandar Lampung,Lampung,2
9671009,Malaimsimsa,Kota Sorong,Papua Barat Daya,2
7601008,Tikke Raya,Pasangkayu,Sulawesi Barat,2
7571006,Kota Tengah,Kota Gorontalo,Gorontalo,2
7604003,Wonomulyo,Polewali Mandar,Sulawesi Barat,2
7201023,Nambo,Banggai,Sulawesi Tengah,2
7212004,Lembo,Morowali Utara,Sulawesi Tengah,2
3311010,Baki,Sukoharjo,Jawa Tengah,2
1208026,Dolok Silau,Simalungun,Sumatera Utara,2
7208012,Mepanga,Parigi Moutong,Sulawesi Tengah,2
7309006,Malllawa,Maros,Sulawesi Selatan,2
7209004,Ampana Tete,Tojo Una Una,Sulawesi Tengah,2
1213004,Panyabungan Selatan,Mandailing Natal,Sumatera Utara,2
6303013,Beruntung Baru,Banjar,Kalimantan Selatan,2
1208031,Pamatang Silima Huta,Simalungun,Sumatera Utara,2
3301004,Binangun,Cilacap,Jawa Tengah,2
3602018,Cibadak,Lebak,Banten,2
1671017,Jakabaring,Kota Palembang,Sumatera Selatan,2
3509028,Ledokombo,Jember,Jawa Timur,2
3210017,Sumberjaya,Majalengka,Jawa Barat,2
5108001,Gerokgak,Buleleng,Bali,2
1401006,Siak Hulu,Kampar,Riau,2
1407005,Bagansinembah,Rokan Hilir,Riau,2
6101013,Semparuk,Sambas,Kalimantan Barat,2
3513005,Leces,Probolinggo,Jawa Timur,2
1220010,Padang Bolak Tenggara,Padang Lawas Utara,Sumatera Utara,2
1215001,Sitelu Tali Urang Jehe,Pakpak Bharat,Sumatera Utara,2
1810001,Pringsewu,Pringsewu,Lampung,2
3513017,Maron,Probolinggo,Jawa Timur,2
1201008,Sibabangun,Tapanuli Tengah,Sumatera Utara,2
1202004,Sipoholon,Tapanuli Utara,Sumatera Utara,2
3404007,Depok,Sleman,DI Yogyakarta,2
1205019,Batang Serangan,Langkat,Sumatera Utara,2
3505009,Nglegok,Blitar,Jawa Timur,2
1203003,Angkola Timur,Tapanuli Selatan,Sumatera Utara,2
7202018,Poso Pesisir Utara,Poso,Sulawesi Tengah,2
6409002,Waru,Penajam Paser Utara,Kalimantan Timur,2
1203032,Angkola Muara Tais,Tapanuli Selatan,Sumatera Utara,2
3305012,Kebumen,Kebumen,Jawa Tengah,2
3404006,Mlati,Sleman,DI Yogyakarta,2
1105009,Meureubo,Aceh Barat,Aceh,2
1506004,Betara,Tanjung Jabung Barat,Jambi,2
3313004,Jumantono,Karanganyar,Jawa Tengah,2
1218009,Dolok Masihul,Serdang Bedagai,Sumatera Utara,2
1106014,Lembah Seulawah,Aceh Besar,Aceh,2
1806002,Talang Padang,Tanggamus,Lampung,2
7201022,Mantoh,Banggai,Sulawesi Tengah,2
7202004,Pamona Puselemba,Poso,Sulawesi Tengah,2
6203001,Selat,Kapuas,Kalimantan Tengah,2
1801017,Candipuro,Lampung Selatan,Lampung,2
1205012,Padang Tualang,Langkat,Sumatera Utara,2
1607019,Air Kumbang,Banyuasin,Sumatera Selatan,2
1213003,Panyabungan Timur,Mandailing Natal,Sumatera Utara,2
3603001,Balaraja,Tangerang,Banten,1
1203029,Muara Batang Toru,Tapanuli Selatan,Sumatera Utara,1
1106019,Darul Kamal,Aceh Besar,Aceh,1
3203028,Cipanas,Cianjur,Jawa Barat,1
1106011,Kuta Baro,Aceh Besar,Aceh,1
5108004,Banjar,Buleleng,Bali,1
1216006,Dolok Sanggul,Humbang Hasundutan,Sumatera Utara,1
1703021,Arma Jaya,Bengkulu Utara,Bengkulu,1
7208006,Sausu,Parigi Moutong,Sulawesi Tengah,1
7208019,Parigi Utara,Parigi Moutong,Sulawesi Tengah,1
3376001,Tegal Barat,Kota Tegal,Jawa Tengah,1
3327011,Ampelgading,Pemalang,Jawa Tengah,1
1106023,Blang Bintang,Aceh Besar,Aceh,1
1812001,Tulang Bawang Tengah,Tulang Bawang Barat,Lampung,1
9404001,Mimika Baru,Mimika,Papua Tengah,1
1115005,Darul Makmur,Nagan Raya,Aceh,1
6304010,Bakumpai,Barito Kuala,Kalimantan Selatan,1
7322006,Sukamaju,Luwu Utara,Sulawesi Selatan,1
7307007,Sinjai Borong,Sinjai,Sulawesi Selatan,1
1106003,Indrapuri,Aceh Besar,Aceh,1
1106002,Lhoknga,Aceh Besar,Aceh,1
1106004,Seulimeum,Aceh Besar,Aceh,1
3471004,Danurejan,Kota Yogyakarta,DI Yogyakarta,1
7202021,Poso Kota Selatan,Poso,Sulawesi Tengah,1
7324010,Kalaena,Luwu Timur,Sulawesi Selatan,1
3328009,Pangkah,Tegal,Jawa Tengah,1
9404009,Kuala Kencana,Mimika,Papua Tengah,1
1871017,Enggal,Kota Bandar Lampung,Lampung,1
1208032,Dolog Masagal,Simalungun,Sumatera Utara,1
3214011,Bojong,Purwakarta,Jawa Barat,1
1273004,Sibolga Sambas,Kota Sibolga,Sumatera Utara,1
1277004,Padangsidimpuan Hutaimbaru,Kota Padang Sidempuan,Sumatera Utara,1
3303006,Kalimanah,Purbalingga,Jawa Tengah,1
3321005,Karangtengah,Demak,Jawa Tengah,1
1608003,Belitang,Ogan Komering Ulu Timur,Sumatera Selatan,1
7202003,Lage,Poso,Sulawesi Tengah,1
3207019,Pamarican,Ciamis,Jawa Barat,1
3274005,Kesambi,Kota Cirebon,Jawa Barat,1
1209025,Sei Kepayang Timur,Asahan,Sumatera Utara,1
3218005,Langkaplancar,Pangandaran,Jawa Barat,1
3202012,Nagrak,Sukabumi,Jawa Barat,1
3216004,Tambelang,Bekasi,Jawa Barat,1
3205042,Sucinaraja,Garut,Jawa Barat,1
1221012,Sihapas Barumun,Padang Lawas,Sumatera Utara,1
1205017,Sei Lepan,Langkat,Sumatera Utara,1
3471009,Kraton,Kota Yogyakarta,DI Yogyakarta,1
3215004,Ciampel,Karawang,Jawa Barat,1
7309010,Cenrana,Maros,Sulawesi Selatan,1
1871001,Kedaton,Kota Bandar Lampung,Lampung,1
3578009,Sukolilo,Kota Surabaya,Jawa Timur,1
3211011,Tanjungsari,Sumedang,Jawa Barat,1
7326009,Tikala,Toraja Utara,Sulawesi Selatan,1
